10,20,206,B,25.0,-1.0,B
20,20,205,B,23.95,-1.0,B
28,20,206,B,23.9,-1.0,B
38,20,206,B,22.9,-1.0,B
47,20,207,B,22.35,-1.0,B
56,20,207,B,21.8,-1.0,B
65,20,206,B,21.25,-1.0,B
72,20,206,B,21.75,-1.0,B
79,20,206,B,22.2,-1.0,B
82,20,206,B,24.7,-1.0,B
86,20,205,B,26.7,-1.0,B
86,20,206,B,30.7,-1.0,B
92,21,206,B,30.19047619047619,-1.0,B
98,23,207,B,28.304347826086957,-1.0,B
101,23,203,B,30.304347826086957,-1.0,B
103,23,206,B,32.73913043478261,-1.0,B
104,23,203,B,35.65217391304348,-1.0,B
104,23,203,B,39.0,-1.0,B
106,23,203,B,41.43478260869565,-1.0,B
106,24,204,B,42.916666666666664,-1.0,B
105,24,202,B,46.5,-1.0,B
108,25,202,B,46.28,-1.0,B
106,25,200,B,50.0,-1.0,B
103,26,201,B,52.07692307692308,-1.0,B
101,27,200,F,53.592592592592595,-1.0,F
98,28,199,B,55.285714285714285,-1.0,B
98,29,199,B,55.827586206896555,-1.0,B
97,29,196,B,58.58620689655172,-1.0,B
96,30,198,B,59.333333333333336,-1.0,B
95,32,199,B,58.125,-1.0,B
94,35,198,F,55.31428571428572,-1.0,F
90,38,193,F,53.60526315789474,-1.0,F
87,40,192,F,53.1,-1.0,F
83,41,189,F,54.170731707317074,-1.0,F
79,43,188,F,53.883720930232556,-1.0,F
74,46,188,F,52.630434782608695,-1.0,F
70,51,189,B,49.254901960784316,-1.0,B
67,53,180,B,48.79245283018868,-1.0,B
67,59,185,FL,44.57627118644068,-1.0,FL
66,64,177,FL,41.84375,-1.0,FL
64,71,180,FL,38.42253521126761,-1.0,FL
58,71,171,FL,39.563380281690144,-1.0,FL
48,71,165,FL,41.2112676056338,14.0,BL
48,76,169,FL,38.69736842105263,14.0,BL
43,79,165,FL,38.063291139240505,14.0,BL
45,82,160,FL,36.58536585365854,14.0,BL
41,84,152,BL,36.30952380952381,14.0,BL
37,89,155,R,34.752808988764045,14.0,BL
37,93,154,FL,33.29032258064516,14.0,FL
38,98,153,FL,31.5,19.714285714285715,FL
40,105,157,FL,29.142857142857142,26.0,BL
35,112,154,FL,27.678571428571427,26.307692307692307,FL
32,118,151,FL,26.415254237288135,24.666666666666668,FL
29,122,151,F,25.647540983606557,24.666666666666668,FL
25,126,139,FL,24.96825396825397,24.666666666666668,FL
28,131,142,FL,23.519083969465647,24.666666666666668,FL
28,136,140,FL,22.330882352941178,24.0,FL
24,140,142,FL,21.635714285714286,23.285714285714285,FL
26,147,146,F,20.238095238095237,22.958333333333332,FL
27,150,144,FL,19.426666666666666,25.03448275862069,FL
24,154,140,F,18.896103896103895,26.333333333333332,FL
22,157,135,F,18.32484076433121,25.470588235294116,F
19,162,144,F,17.59259259259259,25.511627906976745,FL
20,166,142,F,16.86144578313253,25.511627906976745,F
20,170,137,F,16.176470588235293,25.25,F
24,173,139,F,15.341040462427745,24.74468085106383,F
21,178,140,F,14.786516853932584,25.354166666666668,F
21,183,137,F,14.021857923497267,26.169811320754718,L
16,186,134,F,13.75268817204301,27.68421052631579,FL
19,190,135,F,13.010526315789473,26.741935483870968,L
22,194,137,L,12.314432989690722,26.153846153846153,L
20,197,134,F,11.944162436548224,27.732394366197184,F
22,200,143,F,11.395,27.466666666666665,F
24,204,142,L,10.813725490196079,27.397435897435898,F
25,209,140,L,10.277511961722489,28.285714285714285,F
23,211,141,L,10.028436018957345,29.0,L
22,212,147,L,9.858490566037736,28.896907216494846,L
24,214,150,L,9.5,28.626168224299064,L
25,217,148,L,9.211981566820276,29.18018018018018,L
24,219,144,L,9.06392694063927,29.30701754385965,F
26,223,153,L,8.67713004484305,29.462184873949578,L
25,226,149,F,8.526548672566372,29.333333333333332,F
27,227,151,F,8.28193832599119,29.327868852459016,F
28,229,153,F,8.026200873362445,29.19685039370079,F
30,230,153,F,7.826086956521739,29.115384615384617,F
26,230,148,F,7.926086956521739,29.15267175572519,F
24,231,151,F,7.93073593073593,29.11111111111111,F
29,234,160,F,7.581196581196581,29.0,F
33,238,159,F,7.260504201680672,29.0,F
31,239,153,F,7.2510460251046025,29.49645390070922,F
27,240,143,F,7.320833333333334,29.90277777777778,F
25,243,150,F,7.267489711934156,29.82191780821918,F
26,245,157,F,7.130612244897959,30.2751677852349,F
26,247,150,F,7.048582995951417,30.357615894039736,F
30,248,159,F,6.814516129032258,30.387096774193548,F
29,250,159,F,6.756,30.5,F
